CP,Plaza,Estado,Municipio,Colonia,Zona,Caja 1KG,Costo por kilo adicional,Palet
39703,ACA,GUERRERO,ACAPULCO DE JUAREZ,AMPLIACION LOMAS VERDES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39703,ACA,GUERRERO,ACAPULCO DE JUAREZ,FIDEL VELAZQUEZ SANCHEZ,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39703,ACA,GUERRERO,ACAPULCO DE JUAREZ,MEXICO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39704,ACA,GUERRERO,ACAPULCO DE JUAREZ,AMPLIACION SINAI,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39704,ACA,GUERRERO,ACAPULCO DE JUAREZ,SINAI,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39704,ACA,GUERRERO,ACAPULCO DE JUAREZ,YOLOXOCHIL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39710,ACA,GUERRERO,ACAPULCO DE JUAREZ,ROBERTO ESPERON,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39710,ACA,GUERRERO,ACAPULCO DE JUAREZ,VICTORIA ROSALES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39710,ACA,GUERRERO,ACAPULCO DE JUAREZ,ELECTRICISTAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39710,ACA,GUERRERO,ACAPULCO DE JUAREZ,16 DE NOVIEMBRE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39710,ACA,GUERRERO,ACAPULCO DE JUAREZ,DEMOCRATICA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39710,ACA,GUERRERO,ACAPULCO DE JUAREZ,GENARO VAZQUEZ,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39710,ACA,GUERRERO,ACAPULCO DE JUAREZ,INDEPENDENCIA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39710,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA FRONTERA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39710,ACA,GUERRERO,ACAPULCO DE JUAREZ,RUBEN FIGUEROA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39710,ACA,GUERRERO,ACAPULCO DE JUAREZ,ALEJO PERALTA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39710,ACA,GUERRERO,ACAPULCO DE JUAREZ,DEL PRI,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39710,ACA,GUERRERO,ACAPULCO DE JUAREZ,VILLA LOS MANGOS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39713,ACA,GUERRERO,ACAPULCO DE JUAREZ,AMPLIACION ARROYO SECO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39713,ACA,GUERRERO,ACAPULCO DE JUAREZ,BETANIA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39713,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA ESMERALDA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39713,ACA,GUERRERO,ACAPULCO DE JUAREZ,SEDESOL UNO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39713,ACA,GUERRERO,ACAPULCO DE JUAREZ,AMPLIACION LA MICA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39713,ACA,GUERRERO,ACAPULCO DE JUAREZ,VILLAS REAL HACIENDA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39713,ACA,GUERRERO,ACAPULCO DE JUAREZ,PASO LIMONERO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39713,ACA,GUERRERO,ACAPULCO DE JUAREZ,VILLA SOL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39713,ACA,GUERRERO,ACAPULCO DE JUAREZ,EL PORVENIR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39713,ACA,GUERRERO,ACAPULCO DE JUAREZ,EL TANQUE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39713,ACA,GUERRERO,ACAPULCO DE JUAREZ,PLACIDO DOMINGO SECCION A,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39713,ACA,GUERRERO,ACAPULCO DE JUAREZ,PARAISO PALMAR III,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39713,ACA,GUERRERO,ACAPULCO DE JUAREZ,VALLE DEL PALMAR II,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39713,ACA,GUERRERO,ACAPULCO DE JUAREZ,BATALLA CARDENISTA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39713,ACA,GUERRERO,ACAPULCO DE JUAREZ,NOPALITOS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39713,ACA,GUERRERO,ACAPULCO DE JUAREZ,GUERRERO ES PRIMERO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39713,ACA,GUERRERO,ACAPULCO DE JUAREZ,NUEVA GENERACION,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39713,ACA,GUERRERO,ACAPULCO DE JUAREZ,AGRICOLA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39713,ACA,GUERRERO,ACAPULCO DE JUAREZ,EMPERADOR MOCTEZUMA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39713,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA VENTA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39713,ACA,GUERRERO,ACAPULCO DE JUAREZ,SEDESOL DOS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39713,ACA,GUERRERO,ACAPULCO DE JUAREZ,TAMARINDOS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39713,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA MICA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39713,ACA,GUERRERO,ACAPULCO DE JUAREZ,VALLE DEL PALMAR I,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39714,ACA,GUERRERO,ACAPULCO DE JUAREZ,ECOLOGISTA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39714,ACA,GUERRERO,ACAPULCO DE JUAREZ,BARRIO NUEVO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39715,ACA,GUERRERO,ACAPULCO DE JUAREZ,NUEVO CAPIRE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39715,ACA,GUERRERO,ACAPULCO DE JUAREZ,FIDEL VELAZQUEZ SECT 1,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39715,ACA,GUERRERO,ACAPULCO DE JUAREZ,FUENTES DEL MAUREL II,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39715,ACA,GUERRERO,ACAPULCO DE JUAREZ,RENACIMIENTO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39715,ACA,GUERRERO,ACAPULCO DE JUAREZ,ARROYO SECO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39715,ACA,GUERRERO,ACAPULCO DE JUAREZ,LEONARDO RODRIGUEZ ALCAINE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39720,ACA,GUERRERO,ACAPULCO DE JUAREZ,PRIMERO DE MAYO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39730,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA CIMA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39740,ACA,GUERRERO,ACAPULCO DE JUAREZ,LAZARO CARDENAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39740,ACA,GUERRERO,ACAPULCO DE JUAREZ,BENITO JUAREZ,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39740,ACA,GUERRERO,ACAPULCO DE JUAREZ,PAROTAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39745,ACA,GUERRERO,ACAPULCO DE JUAREZ,AMPLIACION MIGUEL HIDALGO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39747,ACA,GUERRERO,ACAPULCO DE JUAREZ,AMPLIACION LAS PAROTAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39747,ACA,GUERRERO,ACAPULCO DE JUAREZ,OBRERA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39747,ACA,GUERRERO,ACAPULCO DE JUAREZ,AMPLIACION MIGUEL DE LA MADRID,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39747,ACA,GUERRERO,ACAPULCO DE JUAREZ,AMIN ZARUR MENEZ,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39747,ACA,GUERRERO,ACAPULCO DE JUAREZ,NINOS HEROES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39747,ACA,GUERRERO,ACAPULCO DE JUAREZ,BASCULA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39748,ACA,GUERRERO,ACAPULCO DE JUAREZ,AMPLIACION LAZARO CARDENAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39750,ACA,GUERRERO,ACAPULCO DE JUAREZ,2 DE FEBRERO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39750,ACA,GUERRERO,ACAPULCO DE JUAREZ,JACARANDAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39750,ACA,GUERRERO,ACAPULCO DE JUAREZ,CNOP,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39750,ACA,GUERRERO,ACAPULCO DE JUAREZ,TECNOLOGICA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39750,ACA,GUERRERO,ACAPULCO DE JUAREZ,LAS TORRES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39750,ACA,GUERRERO,ACAPULCO DE JUAREZ,INDUSTRIAL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39750,ACA,GUERRERO,ACAPULCO DE JUAREZ,SAN MIGUEL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39750,ACA,GUERRERO,ACAPULCO DE JUAREZ,ARBOLEDAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39750,ACA,GUERRERO,ACAPULCO DE JUAREZ,NARCISO MENDOZA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39750,ACA,GUERRERO,ACAPULCO DE JUAREZ,POSTAL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39750,ACA,GUERRERO,ACAPULCO DE JUAREZ,UNIDOS POR GUERRERO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39750,ACA,GUERRERO,ACAPULCO DE JUAREZ,LEYES DE REFORMA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39759,ACA,GUERRERO,ACAPULCO DE JUAREZ,JOSE LOPEZ PORTILLO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39760,ACA,GUERRERO,ACAPULCO DE JUAREZ,VICENTE GUERRERO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39770,ACA,GUERRERO,ACAPULCO DE JUAREZ,CLUB CAMPESTRE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39770,ACA,GUERRERO,ACAPULCO DE JUAREZ,FUENTES DEL MAUREL I,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39770,ACA,GUERRERO,ACAPULCO DE JUAREZ,LOMA LARGA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39770,ACA,GUERRERO,ACAPULCO DE JUAREZ,VILLA TULIPANES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39770,ACA,GUERRERO,ACAPULCO DE JUAREZ,EMILIO M GONZALEZ,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39770,ACA,GUERRERO,ACAPULCO DE JUAREZ,LOS LIMONCITOS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39770,ACA,GUERRERO,ACAPULCO DE JUAREZ,LIBERTADORES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39770,ACA,GUERRERO,ACAPULCO DE JUAREZ,CERESO I,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39770,ACA,GUERRERO,ACAPULCO DE JUAREZ,CORALES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39770,ACA,GUERRERO,ACAPULCO DE JUAREZ,HUERTAS DE SANTA ELENA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39770,ACA,GUERRERO,ACAPULCO DE JUAREZ,LAS CRUCES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39770,ACA,GUERRERO,ACAPULCO DE JUAREZ,CORAL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39770,ACA,GUERRERO,ACAPULCO DE JUAREZ,LUZ Y FUERZA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39773,ACA,GUERRERO,ACAPULCO DE JUAREZ,AMPLIACION SIMON BOLIVAR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39773,ACA,GUERRERO,ACAPULCO DE JUAREZ,AMPLIACION JOSE LOPEZ PORTILLO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39773,ACA,GUERRERO,ACAPULCO DE JUAREZ,VILLA MADERO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39773,ACA,GUERRERO,ACAPULCO DE JUAREZ,SIMON BOLIVAR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39774,ACA,GUERRERO,ACAPULCO DE JUAREZ,AMPLIACION MIGUEL DE LA MADRID,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39774,ACA,GUERRERO,ACAPULCO DE JUAREZ,REVOLUCION DE OCTUBRE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39774,ACA,GUERRERO,ACAPULCO DE JUAREZ,AMPLIACION EL PARAISO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39774,ACA,GUERRERO,ACAPULCO DE JUAREZ,FRANCISCO RUIZ MASSIEU,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39774,ACA,GUERRERO,ACAPULCO DE JUAREZ,NICOLAS BRAVO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39774,ACA,GUERRERO,ACAPULCO DE JUAREZ,PARAISO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39774,ACA,GUERRERO,ACAPULCO DE JUAREZ,15 DE SEPTIEMBRE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39774,ACA,GUERRERO,ACAPULCO DE JUAREZ,JOSE MARIA PINO SUAREZ,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39774,ACA,GUERRERO,ACAPULCO DE JUAREZ,MIGUEL TERRAZAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39774,ACA,GUERRERO,ACAPULCO DE JUAREZ,NICOLAS BRAVO JUNTO A LOPEZ PORTILLO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39774,ACA,GUERRERO,ACAPULCO DE JUAREZ,MOVIMIENTO TERRITORIAL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39774,ACA,GUERRERO,ACAPULCO DE JUAREZ,ANGEL AGUIRRE RIVERO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39780,ACA,GUERRERO,ACAPULCO DE JUAREZ,AMPLIACION LA LIBERTAD,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39780,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA LIBERTAD,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39780,ACA,GUERRERO,ACAPULCO DE JUAREZ,LOS LIRIOS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39780,ACA,GUERRERO,ACAPULCO DE JUAREZ,AMPLIACION LOS LIRIOS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39787,ACA,GUERRERO,ACAPULCO DE JUAREZ,AMADEO VIDALES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39790,ACA,GUERRERO,ACAPULCO DE JUAREZ,LOS MANANTIALES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39790,ACA,GUERRERO,ACAPULCO DE JUAREZ,CANUTO NOGUEDA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39790,ACA,GUERRERO,ACAPULCO DE JUAREZ,RUFFO FIGUEROA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39790,ACA,GUERRERO,ACAPULCO DE JUAREZ,5 DE MAYO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39790,ACA,GUERRERO,ACAPULCO DE JUAREZ,DEL RASTRO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39799,ACA,GUERRERO,ACAPULCO DE JUAREZ,MELCHOR OCAMPO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39799,ACA,GUERRERO,ACAPULCO DE JUAREZ,HEROES DE GUERRERO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39799,ACA,GUERRERO,ACAPULCO DE JUAREZ,MARTIR DE CUILAPAN,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39799,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA SABANA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39799,ACA,GUERRERO,ACAPULCO DE JUAREZ,LOS DRAGOS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39800,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA MAQUINA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39800,ACA,GUERRERO,ACAPULCO DE JUAREZ,AMPLIACION LA MAQUINA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39800,ACA,GUERRERO,ACAPULCO DE JUAREZ,GUADALUPE VICTORIA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39803,ACA,GUERRERO,ACAPULCO DE JUAREZ,RASTRO VIEJO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39803,ACA,GUERRERO,ACAPULCO DE JUAREZ,SALINAS DE GORTARI,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39810,ACA,GUERRERO,ACAPULCO DE JUAREZ,EL COLOSO INFONAVIT,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39810,ACA,GUERRERO,ACAPULCO DE JUAREZ,POTRERO DE LA MORA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39810,ACA,GUERRERO,ACAPULCO DE JUAREZ,EL MIRADOR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39813,ACA,GUERRERO,ACAPULCO DE JUAREZ,ALEJO PERALTA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39813,ACA,GUERRERO,ACAPULCO DE JUAREZ,PIEDRA AZUL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39813,ACA,GUERRERO,ACAPULCO DE JUAREZ,PIEDRA ROJA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39813,ACA,GUERRERO,ACAPULCO DE JUAREZ,APOLONIO CASTILLO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39814,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA NAVIDAD,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39814,ACA,GUERRERO,ACAPULCO DE JUAREZ,MILENIA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39814,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA PAROTA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39814,ACA,GUERRERO,ACAPULCO DE JUAREZ,NUEVO CAYACO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39814,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA ESPERANZA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39814,ACA,GUERRERO,ACAPULCO DE JUAREZ,ALTA LOMA LA ESPERANZA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39815,ACA,GUERRERO,ACAPULCO DE JUAREZ,NAVIDAD DE LLANO LARGO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39820,ACA,GUERRERO,ACAPULCO DE JUAREZ,CUMBRES LLANO LARGO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39830,ACA,GUERRERO,ACAPULCO DE JUAREZ,LOMAS DE COSTA AZUL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39840,ACA,GUERRERO,ACAPULCO DE JUAREZ,PRADERAS DE GUADALUPE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39840,ACA,GUERRERO,ACAPULCO DE JUAREZ,BALCONES DE COSTA AZUL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39840,ACA,GUERRERO,ACAPULCO DE JUAREZ,HERMENEGILDO GALEANA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39840,ACA,GUERRERO,ACAPULCO DE JUAREZ,REFORMA DE COSTA AZUL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39845,ACA,GUERRERO,ACAPULCO DE JUAREZ,PRADERAS DE COSTA AZUL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39850,ACA,GUERRERO,ACAPULCO DE JUAREZ,23 DE NOVIEMBRE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39850,ACA,GUERRERO,ACAPULCO DE JUAREZ,COSTA AZUL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39860,ACA,GUERRERO,ACAPULCO DE JUAREZ,PEMEX,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39860,ACA,GUERRERO,ACAPULCO DE JUAREZ,NUEVO CENTRO DE POBLACION,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39860,ACA,GUERRERO,ACAPULCO DE JUAREZ,ALTA ICACOS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39860,ACA,GUERRERO,ACAPULCO DE JUAREZ,ICACOS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39865,ACA,GUERRERO,ACAPULCO DE JUAREZ,JOYAS DE BRISAMAR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39865,ACA,GUERRERO,ACAPULCO DE JUAREZ,BRISAMAR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39866,ACA,GUERRERO,ACAPULCO DE JUAREZ,ICACOS PROLONGACION,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39867,ACA,GUERRERO,ACAPULCO DE JUAREZ,BRISAS DIAMANTE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39867,ACA,GUERRERO,ACAPULCO DE JUAREZ,CLUB RESIDENCIAL LAS BRISAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39880,ACA,GUERRERO,ACAPULCO DE JUAREZ,LOMAS DEL MARQUES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39880,ACA,GUERRERO,ACAPULCO DE JUAREZ,PLAYA GUITARRON,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39880,ACA,GUERRERO,ACAPULCO DE JUAREZ,PICHILINGUE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39887,ACA,GUERRERO,ACAPULCO DE JUAREZ,EL GLOMAR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39887,ACA,GUERRERO,ACAPULCO DE JUAREZ,BRISAS DEL MARQUES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39888,ACA,GUERRERO,ACAPULCO DE JUAREZ,LAS BRISAS 1,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39888,ACA,GUERRERO,ACAPULCO DE JUAREZ,LAS BRISAS 2,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39889,ACA,GUERRERO,ACAPULCO DE JUAREZ,MARINA BRISAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39890,ACA,GUERRERO,ACAPULCO DE JUAREZ,VILLAS DIAMANTE II,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39890,ACA,GUERRERO,ACAPULCO DE JUAREZ,OLINALA PRINCESS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39890,ACA,GUERRERO,ACAPULCO DE JUAREZ,JARDIN PRINCESAS II,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39890,ACA,GUERRERO,ACAPULCO DE JUAREZ,PUERTO MARQUES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39890,ACA,GUERRERO,ACAPULCO DE JUAREZ,ALBORADA CARDENISTA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39890,ACA,GUERRERO,ACAPULCO DE JUAREZ,LOS ARCOS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39890,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA PRINCESA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39890,ACA,GUERRERO,ACAPULCO DE JUAREZ,CIUDAD LUIS DONALDO COLOSIO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39890,ACA,GUERRERO,ACAPULCO DE JUAREZ,GRANJAS DEL MARQUES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39890,ACA,GUERRERO,ACAPULCO DE JUAREZ,PRINCESS DEL MARQUES SECC I,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39890,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA CHAPARRITA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39890,ACA,GUERRERO,ACAPULCO DE JUAREZ,VILLAS DEL PARAISO SECC II,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39890,ACA,GUERRERO,ACAPULCO DE JUAREZ,JARDIN PRINCESAS I,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39890,ACA,GUERRERO,ACAPULCO DE JUAREZ,PARQUE ECOLOGICO DE VIVERISTAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
