CP,Plaza,Estado,Municipio,Colonia,Zona,Caja 1KG,Costo por kilo adicional,Palet
67155,MTY,NUEVO LEON,GUADALUPE,EXPO GANADERA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67155,MTY,NUEVO LEON,GUADALUPE,GUADALUPE ZITOON,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67160,MTY,NUEVO LEON,GUADALUPE,INFONAVIT LA JOYA SEGUNDO SECTOR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67160,MTY,NUEVO LEON,GUADALUPE,INFONAVIT LA JOYA TERCER SECTOR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67160,MTY,NUEVO LEON,GUADALUPE,RIBERAS DEL RIO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67160,MTY,NUEVO LEON,GUADALUPE,INFONAVIT LA JOYA PRIMER SECTOR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67160,MTY,NUEVO LEON,GUADALUPE,VALLE HERMOSO SECTOR 1,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67163,MTY,NUEVO LEON,GUADALUPE,VICENTE GUERRERO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67163,MTY,NUEVO LEON,GUADALUPE,SAN AGUSTIN,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67163,MTY,NUEVO LEON,GUADALUPE,IGNACIO ZARAGOZA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67164,MTY,NUEVO LEON,GUADALUPE,VALLE HERMOSO SECTOR 2,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67164,MTY,NUEVO LEON,GUADALUPE,RIO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67164,MTY,NUEVO LEON,GUADALUPE,21 DE ENERO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67164,MTY,NUEVO LEON,GUADALUPE,UNION,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67165,MTY,NUEVO LEON,GUADALUPE,LOS ENCINOS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67165,MTY,NUEVO LEON,GUADALUPE,UNION MODELO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67165,MTY,NUEVO LEON,GUADALUPE,RESIDENCIAL LAS QUINTAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67166,MTY,NUEVO LEON,GUADALUPE,NUEVA ROSITA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67167,MTY,NUEVO LEON,GUADALUPE,LA JOYITA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67167,MTY,NUEVO LEON,GUADALUPE,ORIZABA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67167,MTY,NUEVO LEON,GUADALUPE,INFONAVIT LA JOYA CUARTO SECTOR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67167,MTY,NUEVO LEON,GUADALUPE,LA JOYA INFONAVIT 5TO. SECTOR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67167,MTY,NUEVO LEON,GUADALUPE,ROSITA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67168,MTY,NUEVO LEON,GUADALUPE,LAS SABINAS (SOLIDARIDAD FOMERREY),NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67168,MTY,NUEVO LEON,GUADALUPE,MARSELLA RESIDENCIAL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67168,MTY,NUEVO LEON,GUADALUPE,PORTAL DE LA HACIENDA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67168,MTY,NUEVO LEON,GUADALUPE,NUEVA JOYA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67168,MTY,NUEVO LEON,GUADALUPE,RINCON DE LA HACIENDA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67168,MTY,NUEVO LEON,GUADALUPE,HACIENDA LOS LERMA 2DO. SECTOR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67168,MTY,NUEVO LEON,GUADALUPE,HACIENDA DE LOS ARCANGELES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67168,MTY,NUEVO LEON,GUADALUPE,VALLE DE LAS SABINAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67168,MTY,NUEVO LEON,GUADALUPE,HACIENDA LOS LERMA 1ER. SECTOR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67168,MTY,NUEVO LEON,GUADALUPE,SIMUPLADE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67169,MTY,NUEVO LEON,GUADALUPE,LOS FAISANES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67169,MTY,NUEVO LEON,GUADALUPE,LIBERTADORES DE AMERICA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67169,MTY,NUEVO LEON,GUADALUPE,SABINITAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67169,MTY,NUEVO LEON,GUADALUPE,FAISANES SUR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67169,MTY,NUEVO LEON,GUADALUPE,LOS FAISANES SECTOR EL DORADO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67169,MTY,NUEVO LEON,GUADALUPE,EL QUETZAL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67170,MTY,NUEVO LEON,GUADALUPE,MIRASOL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67170,MTY,NUEVO LEON,GUADALUPE,15 DE MAYO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67170,MTY,NUEVO LEON,GUADALUPE,PROGRESO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67170,MTY,NUEVO LEON,GUADALUPE,CAMINO REAL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67170,MTY,NUEVO LEON,GUADALUPE,20 DE NOVIEMBRE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67173,MTY,NUEVO LEON,GUADALUPE,CONTRY LA COSTA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67173,MTY,NUEVO LEON,GUADALUPE,CONTRY LA ESCONDIDA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67173,MTY,NUEVO LEON,GUADALUPE,PUNTA CONTRY,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67173,MTY,NUEVO LEON,GUADALUPE,CONTRY LA SILLA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67173,MTY,NUEVO LEON,GUADALUPE,CONTRY LOS NOGALES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67173,MTY,NUEVO LEON,GUADALUPE,PEDREGAL CONTRY,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67173,MTY,NUEVO LEON,GUADALUPE,RINCON COLONIAL LA SILLA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67173,MTY,NUEVO LEON,GUADALUPE,RINCON DE LA PRIMAVERA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67174,MTY,NUEVO LEON,GUADALUPE,CONTRY SOL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67174,MTY,NUEVO LEON,GUADALUPE,BOSQUES DEL CONTRY,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67174,MTY,NUEVO LEON,GUADALUPE,ATOYAC DE ALVAREZ,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67174,MTY,NUEVO LEON,GUADALUPE,LAS AGUILAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67174,MTY,NUEVO LEON,GUADALUPE,BOSQUES DE LA PASTORA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67174,MTY,NUEVO LEON,GUADALUPE,PUESTA DEL SOL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67174,MTY,NUEVO LEON,GUADALUPE,RINCON DEL CONTRY,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67174,MTY,NUEVO LEON,GUADALUPE,VILLA PASTORA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67174,MTY,NUEVO LEON,GUADALUPE,RIBERAS DEL CONTRY,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67174,MTY,NUEVO LEON,GUADALUPE,VALLE DEL CONTRY,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67174,MTY,NUEVO LEON,GUADALUPE,25 DE NOVIEMBRE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67175,MTY,NUEVO LEON,GUADALUPE,FELIPE ANGELES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67175,MTY,NUEVO LEON,GUADALUPE,LA QUINTA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67175,MTY,NUEVO LEON,GUADALUPE,PLAN DEL RIO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67175,MTY,NUEVO LEON,GUADALUPE,LAS VILLAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67175,MTY,NUEVO LEON,GUADALUPE,TOLTECA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67176,MTY,NUEVO LEON,GUADALUPE,MIRADOR DE LA SILLA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67176,MTY,NUEVO LEON,GUADALUPE,FRESNOS LA SILLA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67176,MTY,NUEVO LEON,GUADALUPE,RUIZ CORTINES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67176,MTY,NUEVO LEON,GUADALUPE,VIVIENDA POPULAR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67177,MTY,NUEVO LEON,GUADALUPE,CERRO DE LA SILLA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67177,MTY,NUEVO LEON,GUADALUPE,RESIDENCIAL REAL DE LA SILLA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67177,MTY,NUEVO LEON,GUADALUPE,VALLE DE GUADALUPE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67177,MTY,NUEVO LEON,GUADALUPE,GALERIAS DEL CAMINO REAL PRIMER SECTOR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67177,MTY,NUEVO LEON,GUADALUPE,GALERIAS DEL CAMINO REAL SEGUNDO SECTOR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67177,MTY,NUEVO LEON,GUADALUPE,CAMINO REAL FOVISSSTE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67177,MTY,NUEVO LEON,GUADALUPE,ALTOS SAN ROQUE (FOMERREY 26),NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67177,MTY,NUEVO LEON,GUADALUPE,LOMAS DE LA SILLA (FOMERREY 14),NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67178,MTY,NUEVO LEON,GUADALUPE,LOMAS DE TOLTECA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67178,MTY,NUEVO LEON,GUADALUPE,GRANJITAS LA SILLA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67178,MTY,NUEVO LEON,GUADALUPE,JARDINES DE TOLTECA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67178,MTY,NUEVO LEON,GUADALUPE,PRIVADAS DE CONTRY,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67178,MTY,NUEVO LEON,GUADALUPE,LOS CANELOS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67178,MTY,NUEVO LEON,GUADALUPE,ALFONSO MARTINEZ DOMINGUEZ,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67178,MTY,NUEVO LEON,GUADALUPE,CONTRY LOS ENCINOS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67179,MTY,NUEVO LEON,GUADALUPE,IGNACIO ALLENDE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67179,MTY,NUEVO LEON,GUADALUPE,RESIDENCIAL MIRA LOMA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67179,MTY,NUEVO LEON,GUADALUPE,PRIVADA LOS SABINOS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67180,MTY,NUEVO LEON,GUADALUPE,LA PLAYA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67180,MTY,NUEVO LEON,GUADALUPE,LA PLAYITA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67180,MTY,NUEVO LEON,GUADALUPE,VALLE DE LOS REYES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67180,MTY,NUEVO LEON,GUADALUPE,BUROCRATAS MUNICIPALES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67180,MTY,NUEVO LEON,GUADALUPE,DIAZ ORDAZ,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67180,MTY,NUEVO LEON,GUADALUPE,PARQUE SAN ANDRES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67180,MTY,NUEVO LEON,GUADALUPE,MIGUEL HIDALGO (FOMERREY 19),NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67180,MTY,NUEVO LEON,GUADALUPE,FOMERREY 20 (2 DE MAYO),NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67180,MTY,NUEVO LEON,GUADALUPE,ZERTUCHE 2DO. SECTOR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67180,MTY,NUEVO LEON,GUADALUPE,VALLES DE LA SILLA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67182,MTY,NUEVO LEON,GUADALUPE,COLINAS DE GUADALUPE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67182,MTY,NUEVO LEON,GUADALUPE,MORENITA GUAJARDO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67182,MTY,NUEVO LEON,GUADALUPE,CANON DE LA SILLA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67182,MTY,NUEVO LEON,GUADALUPE,COLINAS DE LA SILLA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67182,MTY,NUEVO LEON,GUADALUPE,PRIVADA VICENTE FERRER,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67182,MTY,NUEVO LEON,GUADALUPE,ALMAGUER,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67182,MTY,NUEVO LEON,GUADALUPE,23 DE NOVIEMBRE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67182,MTY,NUEVO LEON,GUADALUPE,ENCINO DE LA SILLA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67182,MTY,NUEVO LEON,GUADALUPE,GUADALUPE CHAVEZ,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67182,MTY,NUEVO LEON,GUADALUPE,ARBOLEDAS DE LA SILLA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67182,MTY,NUEVO LEON,GUADALUPE,EL PENON,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67183,MTY,NUEVO LEON,GUADALUPE,NUEVO MEXICO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67183,MTY,NUEVO LEON,GUADALUPE,BOSQUES DE LA SILLA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67183,MTY,NUEVO LEON,GUADALUPE,LUIS DONALDO COLOSIO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67183,MTY,NUEVO LEON,GUADALUPE,LA ALIANZA DE RUTEROS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67183,MTY,NUEVO LEON,GUADALUPE,AMPLIACION MEXICO NUEVO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67183,MTY,NUEVO LEON,GUADALUPE,LOS DELFINES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67183,MTY,NUEVO LEON,GUADALUPE,CAMPESTRE LA SILLA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67183,MTY,NUEVO LEON,GUADALUPE,VILLA OLIMPICA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67183,MTY,NUEVO LEON,GUADALUPE,GUAJARDO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67183,MTY,NUEVO LEON,GUADALUPE,GARZA MELO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67183,MTY,NUEVO LEON,GUADALUPE,MIGUEL DE LA MADRID,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67184,MTY,NUEVO LEON,GUADALUPE,VALLE SAN ROQUE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67184,MTY,NUEVO LEON,GUADALUPE,SAN CRISTOBAL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67184,MTY,NUEVO LEON,GUADALUPE,ZERTUCHE 1ER. SECTOR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67184,MTY,NUEVO LEON,GUADALUPE,TACUBAYA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67184,MTY,NUEVO LEON,GUADALUPE,COLIBRI 3,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67184,MTY,NUEVO LEON,GUADALUPE,VALLE DE SAN ANDRES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67184,MTY,NUEVO LEON,GUADALUPE,INSURGENTES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67184,MTY,NUEVO LEON,GUADALUPE,SANTA ISABEL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67184,MTY,NUEVO LEON,GUADALUPE,LA COMEDIA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67184,MTY,NUEVO LEON,GUADALUPE,SAN SEBASTIAN,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67184,MTY,NUEVO LEON,GUADALUPE,VILLA SAN SEBASTIAN,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67184,MTY,NUEVO LEON,GUADALUPE,CONDADO DE SANTA LUCIA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67184,MTY,NUEVO LEON,GUADALUPE,JARDINES DE SANTA CLARA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67184,MTY,NUEVO LEON,GUADALUPE,PABLO LIVAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67185,MTY,NUEVO LEON,GUADALUPE,PARQUES DE GUADALUPE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67185,MTY,NUEVO LEON,GUADALUPE,GUADALUPE VICTORIA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67185,MTY,NUEVO LEON,GUADALUPE,13 DE MAYO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67185,MTY,NUEVO LEON,GUADALUPE,EL MILAGRO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67185,MTY,NUEVO LEON,GUADALUPE,LAS AVENIDAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67185,MTY,NUEVO LEON,GUADALUPE,CERRADAS DE LA SILLA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67185,MTY,NUEVO LEON,GUADALUPE,FOMERREY 32,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67185,MTY,NUEVO LEON,GUADALUPE,JOSE LUIS MORA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67185,MTY,NUEVO LEON,GUADALUPE,RAFAEL RAMIREZ,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67185,MTY,NUEVO LEON,GUADALUPE,RAFAEL RAMIREZ SECTOR II,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67185,MTY,NUEVO LEON,GUADALUPE,AGUA NUEVA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67185,MTY,NUEVO LEON,GUADALUPE,SANTA CLARA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67185,MTY,NUEVO LEON,GUADALUPE,LA ROCA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67186,MTY,NUEVO LEON,GUADALUPE,UNIDAD PILOTO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67186,MTY,NUEVO LEON,GUADALUPE,COLLADOS DE GUADALUPE 2DO. SECTOR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67186,MTY,NUEVO LEON,GUADALUPE,PRADERAS DE LA SILLA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67186,MTY,NUEVO LEON,GUADALUPE,COLLADOS DE GUADALUPE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67186,MTY,NUEVO LEON,GUADALUPE,GLORIA MENDIOLA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67186,MTY,NUEVO LEON,GUADALUPE,LUCIO BLANCO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67186,MTY,NUEVO LEON,GUADALUPE,CUESTA VERDE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67186,MTY,NUEVO LEON,GUADALUPE,VALLE LA SILLA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67186,MTY,NUEVO LEON,GUADALUPE,VICENTE FERRER,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67186,MTY,NUEVO LEON,GUADALUPE,LOMAS DE SAN ROQUE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67186,MTY,NUEVO LEON,GUADALUPE,JOSEFA ORTIZ DE DOMINGUEZ,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67186,MTY,NUEVO LEON,GUADALUPE,SAN EDUARDO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67186,MTY,NUEVO LEON,GUADALUPE,LOMA VERDE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67186,MTY,NUEVO LEON,GUADALUPE,NUEVO ALMAGUER,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67188,MTY,NUEVO LEON,GUADALUPE,LOS LERMAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67188,MTY,NUEVO LEON,GUADALUPE,ROSALINDA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67188,MTY,NUEVO LEON,GUADALUPE,MELCHOR OCAMPO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67188,MTY,NUEVO LEON,GUADALUPE,CHULA VISTA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67188,MTY,NUEVO LEON,GUADALUPE,CERRADAS DE BUGAMBILIAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67188,MTY,NUEVO LEON,GUADALUPE,NUEVO SAN SEBASTIAN,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67189,MTY,NUEVO LEON,GUADALUPE,SOLIDARIDAD,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67189,MTY,NUEVO LEON,GUADALUPE,LOS ANGELES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67189,MTY,NUEVO LEON,GUADALUPE,SANTA ELENA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67189,MTY,NUEVO LEON,GUADALUPE,COLIBRI 2,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67189,MTY,NUEVO LEON,GUADALUPE,COLIBRI 1,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67189,MTY,NUEVO LEON,GUADALUPE,2 DE JUNIO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67190,MTY,NUEVO LEON,GUADALUPE,REYNOSA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67190,MTY,NUEVO LEON,GUADALUPE,PARQUE INDUSTRIAL GUADALUPE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67190,MTY,NUEVO LEON,GUADALUPE,GUADALUPE LA SILLA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67190,MTY,NUEVO LEON,GUADALUPE,DIVISION DEL NORTE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67190,MTY,NUEVO LEON,GUADALUPE,ROBLE SANTA MARIA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67190,MTY,NUEVO LEON,GUADALUPE,CERRO AZUL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67190,MTY,NUEVO LEON,GUADALUPE,CERRO DE LA SILLA UC,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67190,MTY,NUEVO LEON,GUADALUPE,NINOS HEROES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67190,MTY,NUEVO LEON,GUADALUPE,LANTANA PRIVADAS RESIDENCIAL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67190,MTY,NUEVO LEON,GUADALUPE,3 CAMINOS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67190,MTY,NUEVO LEON,GUADALUPE,RESIDENCIAL GUADALUPE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67190,MTY,NUEVO LEON,GUADALUPE,3 CAMINOS NORTE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67190,MTY,NUEVO LEON,GUADALUPE,LAS FLORES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67192,MTY,NUEVO LEON,GUADALUPE,BUGAMBILIAS DE LA SIERRA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67192,MTY,NUEVO LEON,GUADALUPE,LAS COLINAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67192,MTY,NUEVO LEON,GUADALUPE,RANCHO VIEJO SECTOR 2,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
67192,MTY,NUEVO LEON,GUADALUPE,LAS PALMAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
